kafka  | [2025-12-22 00:59:03,155] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Rolled new log segment at offset 2480889 in 5 ms. (kafka.log.LocalLog)
kafka  | [2025-12-22 00:59:03,156] INFO [ProducerStateManager partition=__cluster_metadata-0] Wrote producer snapshot at offset 2480889 with 0 producer ids in 0 ms. (org.apache.kafka.storage.internals.log.ProducerStateManager)
kafka  | [2025-12-22 00:59:14,656] INFO [SnapshotGenerator id=1] Creating new KRaft snapshot file snapshot 00000000000002480913-0000000008 because we have replayed at least 2800 bytes. (org.apache.kafka.image.publisher.SnapshotGenerator)
kafka  | [2025-12-22 00:59:14,665] INFO [SnapshotEmitter id=1] Successfully wrote snapshot 00000000000002480913-0000000008 (org.apache.kafka.image.publisher.SnapshotEmitter)
kafka  | [2025-12-22 00:59:18,161] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Rolled new log segment at offset 2480919 in 4 ms. (kafka.log.LocalLog)
kafka  | [2025-12-22 00:59:18,161] INFO [ProducerStateManager partition=__cluster_metadata-0] Wrote producer snapshot at offset 2480919 with 0 producer ids in 0 ms. (org.apache.kafka.storage.internals.log.ProducerStateManager)
kafka  | [2025-12-22 00:59:30,614] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2480757 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 00:59:30,614] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2480757 breach: LogSegment(baseOffset=2480709, size=2160, lastModifiedTime=1766365067625, largestRecordTimestamp=1766365067601) (kafka.log.UnifiedLog)
kafka  | [2025-12-22 00:59:30,615] INFO [MetadataLog partition=__cluster_metadata-0, nodeId=1] Marking snapshot OffsetAndEpoch(offset=2480718, epoch=8) for deletion because its timestamp (1766365057098) is now (1766365170614) older than the
kafka  | retention (60000) (kafka.raft.KafkaMetadataLog)
kafka  | [2025-12-22 00:59:30,615] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2480796 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 00:59:30,616] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segment files LogSegment(baseOffset=2480589, size=2160, lastModifiedTime=1766365007608, largestRecordTimestamp=1766365007584) (kafka.log.LocalLog$)
kafka  | [2025-12-22 00:59:30,616] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2480796 breach: LogSegment(baseOffset=2480739, size=2160, lastModifiedTime=1766365082629, largestRecordTimestamp=1766365082605) (kafka.log.UnifiedLog)
kafka  | [2025-12-22 00:59:30,617] INFO Deleted log /tmp/kafka-logs/__cluster_metadata-0/00000000000002480589.log.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 00:59:30,617] INFO Deleted offset index /tmp/kafka-logs/__cluster_metadata-0/00000000000002480589.index.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 00:59:30,617] INFO Deleted time index /tmp/kafka-logs/__cluster_metadata-0/00000000000002480589.timeindex.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 00:59:30,617] INFO [MetadataLog partition=__cluster_metadata-0, nodeId=1] Marking snapshot OffsetAndEpoch(offset=2480757, epoch=8) for deletion because its timestamp (1766365076603) is now (1766365170615) older than the
kafka  | retention (60000) (kafka.raft.KafkaMetadataLog)
kafka  | [2025-12-22 00:59:30,617] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2480835 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 00:59:30,617] INFO Deleted producer state snapshot /tmp/kafka-logs/__cluster_metadata-0/00000000000002480589.snapshot.deleted (org.apache.kafka.storage.internals.log.SnapshotFile)
kafka  | [2025-12-22 00:59:30,617] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2480835 breach: LogSegment(baseOffset=2480769, size=2160, lastModifiedTime=1766365097634, largestRecordTimestamp=1766365097610),LogSegment(baseOffset=2480799, size=2160, lastModifiedTime=1766365112640, largestRecordTimestamp=1766365112616) (kafka.log.UnifiedLog)
kafka  | [2025-12-22 00:59:30,618] INFO Deleted snapshot files for snapshot OffsetAndEpoch(offset=2480601, epoch=8). (org.apache.kafka.snapshot.Snapshots)
kafka  | [2025-12-22 00:59:30,618] INFO [MetadataLog partition=__cluster_metadata-0, nodeId=1] Marking snapshot OffsetAndEpoch(offset=2480796, epoch=8) for deletion because its timestamp (1766365096110) is now (1766365170617) older than the
kafka  | retention (60000) (kafka.raft.KafkaMetadataLog)
kafka  | [2025-12-22 00:59:30,624] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segment files LogSegment(baseOffset=2480619, size=2160, lastModifiedTime=1766365022611, largestRecordTimestamp=1766365022588),LogSegment(baseOffset=2480649, size=2160, lastModifiedTime=1766365037615, largestRecordTimestamp=1766365037592) (kafka.log.LocalLog$)
kafka  | [2025-12-22 00:59:30,625] INFO Deleted log /tmp/kafka-logs/__cluster_metadata-0/00000000000002480619.log.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 00:59:30,625] INFO Deleted offset index /tmp/kafka-logs/__cluster_metadata-0/00000000000002480619.index.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 00:59:30,625] INFO Deleted time index /tmp/kafka-logs/__cluster_metadata-0/00000000000002480619.timeindex.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 00:59:30,625] INFO Deleted log /tmp/kafka-logs/__cluster_metadata-0/00000000000002480649.log.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
