kafka  | [2025-12-22 01:14:11,931] INFO [SnapshotGenerator id=1] Creating new KRaft snapshot file snapshot 00000000000002482707-0000000008 because we have replayed at least 2800 bytes. (org.apache.kafka.image.publisher.SnapshotGenerator)
kafka  | [2025-12-22 01:14:11,941] INFO [SnapshotEmitter id=1] Successfully wrote snapshot 00000000000002482707-0000000008 (org.apache.kafka.image.publisher.SnapshotEmitter)
kafka  | [2025-12-22 01:14:18,437] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Rolled new log segment at offset 2482719 in 6 ms. (kafka.log.LocalLog)
kafka  | [2025-12-22 01:14:18,437] INFO [ProducerStateManager partition=__cluster_metadata-0] Wrote producer snapshot at offset 2482719 with 0 producer ids in 0 ms. (org.apache.kafka.storage.internals.log.ProducerStateManager)
kafka  | [2025-12-22 01:14:30,616] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2482551 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:14:30,616] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2482551 breach: LogSegment(baseOffset=2482509, size=2160, lastModifiedTime=1766365967903, largestRecordTimestamp=1766365967878) (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:14:30,617] INFO [MetadataLog partition=__cluster_metadata-0, nodeId=1] Marking snapshot OffsetAndEpoch(offset=2482512, epoch=8) for deletion because its timestamp (1766365954374) is now (1766366070616) older than the
kafka  | retention (60000) (kafka.raft.KafkaMetadataLog)
kafka  | [2025-12-22 01:14:30,618] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2482590 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:14:30,619] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segment files LogSegment(baseOffset=2482389, size=2160, lastModifiedTime=1766365907885, largestRecordTimestamp=1766365907861) (kafka.log.LocalLog$)
kafka  | [2025-12-22 01:14:30,619] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2482590 breach: LogSegment(baseOffset=2482539, size=2160, lastModifiedTime=1766365982908, largestRecordTimestamp=1766365982883) (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:14:30,619] INFO Deleted log /tmp/kafka-logs/__cluster_metadata-0/00000000000002482389.log.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 01:14:30,619] INFO Deleted offset index /tmp/kafka-logs/__cluster_metadata-0/00000000000002482389.index.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 01:14:30,620] INFO Deleted time index /tmp/kafka-logs/__cluster_metadata-0/00000000000002482389.timeindex.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
