kafka  | [2025-12-22 00:55:01,079] INFO [SnapshotGenerator id=1] Creating new KRaft snapshot file snapshot 00000000000002480406-0000000008 because we have replayed at least 2800 bytes. (org.apache.kafka.image.publisher.SnapshotGenerator)
kafka  | [2025-12-22 00:55:01,089] INFO [SnapshotEmitter id=1] Successfully wrote snapshot 00000000000002480406-0000000008 (org.apache.kafka.image.publisher.SnapshotEmitter)
kafka  | [2025-12-22 00:55:03,085] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Rolled new log segment at offset 2480409 in 5 ms. (kafka.log.LocalLog)
kafka  | [2025-12-22 00:55:03,085] INFO [ProducerStateManager partition=__cluster_metadata-0] Wrote producer snapshot at offset 2480409 with 0 producer ids in 0 ms. (org.apache.kafka.storage.internals.log.ProducerStateManager)
kafka  | [2025-12-22 00:55:18,089] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Rolled new log segment at offset 2480439 in 5 ms. (kafka.log.LocalLog)
kafka  | [2025-12-22 00:55:18,090] INFO [ProducerStateManager partition=__cluster_metadata-0] Wrote producer snapshot at offset 2480439 with 0 producer ids in 0 ms. (org.apache.kafka.storage.internals.log.ProducerStateManager)
kafka  | [2025-12-22 00:55:20,586] INFO [SnapshotGenerator id=1] Creating new KRaft snapshot file snapshot 00000000000002480445-0000000008 because we have replayed at least 2800 bytes. (org.apache.kafka.image.publisher.SnapshotGenerator)
kafka  | [2025-12-22 00:55:20,589] INFO [SnapshotEmitter id=1] Successfully wrote snapshot 00000000000002480445-0000000008 (org.apache.kafka.image.publisher.SnapshotEmitter)
kafka  | [2025-12-22 00:55:30,614] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2480289 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 00:55:30,614] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2480289 breach: LogSegment(baseOffset=2480229, size=2160, lastModifiedTime=1766364827560, largestRecordTimestamp=1766364827535),LogSegment(baseOffset=2480259, size=2160, lastModifiedTime=1766364842562, largestRecordTimestamp=1766364842538) (kafka.log.UnifiedLog)
kafka  | [2025-12-22 00:55:30,616] INFO [MetadataLog partition=__cluster_metadata-0, nodeId=1] Marking snapshot OffsetAndEpoch(offset=2480250, epoch=8) for deletion because its timestamp (1766364823034) is now (1766364930614) older than the
