kafka  | [2025-12-22 01:13:13,411] INFO [SnapshotGenerator id=1] Creating new KRaft snapshot file snapshot 00000000000002482590-0000000008 because we have replayed at least 2800 bytes. (org.apache.kafka.image.publisher.SnapshotGenerator)
kafka  | [2025-12-22 01:13:13,421] INFO [SnapshotEmitter id=1] Successfully wrote snapshot 00000000000002482590-0000000008 (org.apache.kafka.image.publisher.SnapshotEmitter)
kafka  | [2025-12-22 01:13:18,418] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Rolled new log segment at offset 2482599 in 4 ms. (kafka.log.LocalLog)
kafka  | [2025-12-22 01:13:18,418] INFO [ProducerStateManager partition=__cluster_metadata-0] Wrote producer snapshot at offset 2482599 with 0 producer ids in 0 ms. (org.apache.kafka.storage.internals.log.ProducerStateManager)
kafka  | [2025-12-22 01:13:30,616] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2482434 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:13:30,616] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2482434 breach: LogSegment(baseOffset=2482389, size=2160, lastModifiedTime=1766365907885, largestRecordTimestamp=1766365907861) (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:13:30,617] INFO [MetadataLog partition=__cluster_metadata-0, nodeId=1] Marking snapshot OffsetAndEpoch(offset=2482395, epoch=8) for deletion because its timestamp (1766365895857) is now (1766366010616) older than the
kafka  | retention (60000) (kafka.raft.KafkaMetadataLog)
kafka  | [2025-12-22 01:13:30,617] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2482473 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:13:30,619] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segment files LogSegment(baseOffset=2482269, size=2160, lastModifiedTime=1766365847864, largestRecordTimestamp=1766365847840) (kafka.log.LocalLog$)
kafka  | [2025-12-22 01:13:30,619] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2482473 breach: LogSegment(baseOffset=2482419, size=2160, lastModifiedTime=1766365922889, largestRecordTimestamp=1766365922864) (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:13:30,619] INFO Deleted log /tmp/kafka-logs/__cluster_metadata-0/00000000000002482269.log.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 01:13:30,619] INFO Deleted offset index /tmp/kafka-logs/__cluster_metadata-0/00000000000002482269.index.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
