kafka  | [2025-12-22 01:02:03,210] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Rolled new log segment at offset 2481249 in 6 ms. (kafka.log.LocalLog)
kafka  | [2025-12-22 01:02:03,210] INFO [ProducerStateManager partition=__cluster_metadata-0] Wrote producer snapshot at offset 2481249 with 0 producer ids in 0 ms. (org.apache.kafka.storage.internals.log.ProducerStateManager)
kafka  | [2025-12-22 01:02:10,208] INFO [SnapshotGenerator id=1] Creating new KRaft snapshot file snapshot 00000000000002481264-0000000008 because we have replayed at least 2800 bytes. (org.apache.kafka.image.publisher.SnapshotGenerator)
kafka  | [2025-12-22 01:02:10,217] INFO [SnapshotEmitter id=1] Successfully wrote snapshot 00000000000002481264-0000000008 (org.apache.kafka.image.publisher.SnapshotEmitter)
kafka  | [2025-12-22 01:02:18,215] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Rolled new log segment at offset 2481279 in 6 ms. (kafka.log.LocalLog)
kafka  | [2025-12-22 01:02:18,215] INFO [ProducerStateManager partition=__cluster_metadata-0] Wrote producer snapshot at offset 2481279 with 0 producer ids in 0 ms. (org.apache.kafka.storage.internals.log.ProducerStateManager)
kafka  | [2025-12-22 01:02:29,714] INFO [SnapshotGenerator id=1] Creating new KRaft snapshot file snapshot 00000000000002481303-0000000008 because we have replayed at least 2800 bytes. (org.apache.kafka.image.publisher.SnapshotGenerator)
kafka  | [2025-12-22 01:02:29,724] INFO [SnapshotEmitter id=1] Successfully wrote snapshot 00000000000002481303-0000000008 (org.apache.kafka.image.publisher.SnapshotEmitter)
kafka  | [2025-12-22 01:02:30,614] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2481108 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:02:30,614] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2481108 breach: LogSegment(baseOffset=2481069, size=2160, lastModifiedTime=1766365247681, largestRecordTimestamp=1766365247656) (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:02:30,615] INFO [MetadataLog partition=__cluster_metadata-0, nodeId=1] Marking snapshot OffsetAndEpoch(offset=2481069, epoch=8) for deletion because its timestamp (1766365232652) is now (1766365350614) older than the
kafka  | retention (60000) (kafka.raft.KafkaMetadataLog)
kafka  | [2025-12-22 01:02:30,615] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2481147 due to snapshot generated (kafka.log.UnifiedLog)
