kafka  | [2025-12-22 01:10:17,855] INFO [SnapshotGenerator id=1] Creating new KRaft snapshot file snapshot 00000000000002482239-0000000008 because we have replayed at least 2800 bytes. (org.apache.kafka.image.publisher.SnapshotGenerator)
kafka  | [2025-12-22 01:10:17,865] INFO [SnapshotEmitter id=1] Successfully wrote snapshot 00000000000002482239-0000000008 (org.apache.kafka.image.publisher.SnapshotEmitter)
kafka  | [2025-12-22 01:10:18,360] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Rolled new log segment at offset 2482239 in 5 ms. (kafka.log.LocalLog)
kafka  | [2025-12-22 01:10:18,360] INFO [ProducerStateManager partition=__cluster_metadata-0] Wrote producer snapshot at offset 2482239 with 0 producer ids in 0 ms. (org.apache.kafka.storage.internals.log.ProducerStateManager)
kafka  | [2025-12-22 01:10:30,616] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2482083 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:10:30,616] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2482083 breach: LogSegment(baseOffset=2482029, size=2160, lastModifiedTime=1766365727826, largestRecordTimestamp=1766365727802) (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:10:30,617] INFO [MetadataLog partition=__cluster_metadata-0, nodeId=1] Marking snapshot OffsetAndEpoch(offset=2482044, epoch=8) for deletion because its timestamp (1766365720300) is now (1766365830616) older than the
kafka  | retention (60000) (kafka.raft.KafkaMetadataLog)
kafka  | [2025-12-22 01:10:30,617] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2482122 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:10:30,619] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segment files LogSegment(baseOffset=2481909, size=2160, lastModifiedTime=1766365667809, largestRecordTimestamp=1766365667785) (kafka.log.LocalLog$)
kafka  | [2025-12-22 01:10:30,619] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2482122 breach: LogSegment(baseOffset=2482059, size=2160, lastModifiedTime=1766365742832, largestRecordTimestamp=1766365742807),LogSegment(baseOffset=2482089, size=2160, lastModifiedTime=1766365757836, largestRecordTimestamp=1766365757811) (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:10:30,619] INFO Deleted log /tmp/kafka-logs/__cluster_metadata-0/00000000000002481909.log.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 01:10:30,620] INFO Deleted offset index /tmp/kafka-logs/__cluster_metadata-0/00000000000002481909.index.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 01:10:30,620] INFO Deleted time index /tmp/kafka-logs/__cluster_metadata-0/00000000000002481909.timeindex.deleted. (org.apache.kafka.storage.internals.log.LogSegment)
kafka  | [2025-12-22 01:10:30,620] INFO Deleted producer state snapshot /tmp/kafka-logs/__cluster_metadata-0/00000000000002481909.snapshot.deleted (org.apache.kafka.storage.internals.log.SnapshotFile)
kafka  | [2025-12-22 01:10:30,621] INFO [MetadataLog partition=__cluster_metadata-0, nodeId=1] Marking snapshot OffsetAndEpoch(offset=2482083, epoch=8) for deletion because its timestamp (1766365739806) is now (1766365830617) older than the
kafka  | retention (60000) (kafka.raft.KafkaMetadataLog)
kafka  | [2025-12-22 01:10:30,621] INFO Deleted snapshot files for snapshot OffsetAndEpoch(offset=2481927, epoch=8). (org.apache.kafka.snapshot.Snapshots)
kafka  | [2025-12-22 01:10:30,621] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Incremented log start offset to 2482161 due to snapshot generated (kafka.log.UnifiedLog)
kafka  | [2025-12-22 01:10:30,622] INFO [LocalLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segment files LogSegment(baseOffset=2481939, size=2160, lastModifiedTime=1766365682813, largestRecordTimestamp=1766365682789),LogSegment(baseOffset=2481969, size=2160, lastModifiedTime=1766365697817, largestRecordTimestamp=1766365697794) (kafka.log.LocalLog$)
kafka  | [2025-12-22 01:10:30,623] INFO [UnifiedLog partition=__cluster_metadata-0, dir=/tmp/kafka-logs] Deleting segments due to log start offset 2482161 breach: LogSegment(baseOffset=2482119, size=2160, lastModifiedTime=1766365772841, largestRecordTimestamp=1766365772816) (kafka.log.UnifiedLog)
